# P3-C resource byte comparison: www -> Android assets -> debug intermediate -> debug APK
# source resources=30; capacitor-added cordova.js and cordova_plugins.js excluded
path	www	android-assets	intermediate	apk
lib/date-utils.js	7328f1e6ec1634a523deb21ba96ff9f9bf50f6b2ebe827b3a1e7765394cdb46c	7328f1e6ec1634a523deb21ba96ff9f9bf50f6b2ebe827b3a1e7765394cdb46c	7328f1e6ec1634a523deb21ba96ff9f9bf50f6b2ebe827b3a1e7765394cdb46c	7328f1e6ec1634a523deb21ba96ff9f9bf50f6b2ebe827b3a1e7765394cdb46c
lib/delivery-evidence.js	7ee77186881d8462450c8fe8a550840647ec9d7626c259fb9e29768290062d03	7ee77186881d8462450c8fe8a550840647ec9d7626c259fb9e29768290062d03	7ee77186881d8462450c8fe8a550840647ec9d7626c259fb9e29768290062d03	7ee77186881d8462450c8fe8a550840647ec9d7626c259fb9e29768290062d03
lib/export-format.js	37e60a07624c2dda1f1afadec8c1b2d61fe5b4a5a34b4c9c82f2c10ed0270423	37e60a07624c2dda1f1afadec8c1b2d61fe5b4a5a34b4c9c82f2c10ed0270423	37e60a07624c2dda1f1afadec8c1b2d61fe5b4a5a34b4c9c82f2c10ed0270423	37e60a07624c2dda1f1afadec8c1b2d61fe5b4a5a34b4c9c82f2c10ed0270423
lib/feedback.js	bfe41dd392d5ff27d8c92b41154fc7e4e5a125eaaa1c8fae6ae3298186669eb3	bfe41dd392d5ff27d8c92b41154fc7e4e5a125eaaa1c8fae6ae3298186669eb3	bfe41dd392d5ff27d8c92b41154fc7e4e5a125eaaa1c8fae6ae3298186669eb3	bfe41dd392d5ff27d8c92b41154fc7e4e5a125eaaa1c8fae6ae3298186669eb3
lib/import-extract.js	edd959660e9fb9525ba7c290cde3019a81d53f1873c0ce31af24da30e1714bfa	edd959660e9fb9525ba7c290cde3019a81d53f1873c0ce31af24da30e1714bfa	edd959660e9fb9525ba7c290cde3019a81d53f1873c0ce31af24da30e1714bfa	edd959660e9fb9525ba7c290cde3019a81d53f1873c0ce31af24da30e1714bfa
lib/import-map.js	51fe5528bb7189400946685ab0b9e9819f71eae8096166920deb048a4a0529d9	51fe5528bb7189400946685ab0b9e9819f71eae8096166920deb048a4a0529d9	51fe5528bb7189400946685ab0b9e9819f71eae8096166920deb048a4a0529d9	51fe5528bb7189400946685ab0b9e9819f71eae8096166920deb048a4a0529d9
lib/native-reminders.js	723f218c68866309f364e1e71968eb3efc6ae8b9b85aea7e211c878bee6e031b	723f218c68866309f364e1e71968eb3efc6ae8b9b85aea7e211c878bee6e031b	723f218c68866309f364e1e71968eb3efc6ae8b9b85aea7e211c878bee6e031b	723f218c68866309f364e1e71968eb3efc6ae8b9b85aea7e211c878bee6e031b
lib/parse-cn.js	80c6e4db43ebe018c2fc90fbe1e8b1cc126be801aec5ae790490cb5fe53a9f9d	80c6e4db43ebe018c2fc90fbe1e8b1cc126be801aec5ae790490cb5fe53a9f9d	80c6e4db43ebe018c2fc90fbe1e8b1cc126be801aec5ae790490cb5fe53a9f9d	80c6e4db43ebe018c2fc90fbe1e8b1cc126be801aec5ae790490cb5fe53a9f9d
lib/reminder.js	886ab9eb1a438b34122b71a461ed89a4a5b37fa85dedf8ee7afa558ee58f62fd	886ab9eb1a438b34122b71a461ed89a4a5b37fa85dedf8ee7afa558ee58f62fd	886ab9eb1a438b34122b71a461ed89a4a5b37fa85dedf8ee7afa558ee58f62fd	886ab9eb1a438b34122b71a461ed89a4a5b37fa85dedf8ee7afa558ee58f62fd
lib/repeat.js	d48b8d67336976c4d514101b9990c904d8a00a9aa1ecabf3fe6abace86afd83a	d48b8d67336976c4d514101b9990c904d8a00a9aa1ecabf3fe6abace86afd83a	d48b8d67336976c4d514101b9990c904d8a00a9aa1ecabf3fe6abace86afd83a	d48b8d67336976c4d514101b9990c904d8a00a9aa1ecabf3fe6abace86afd83a
lib/storage.js	b710ec23d819dfdc7eeeafa4688e44d69a11062a18c35b931c2240177721478a	b710ec23d819dfdc7eeeafa4688e44d69a11062a18c35b931c2240177721478a	b710ec23d819dfdc7eeeafa4688e44d69a11062a18c35b931c2240177721478a	b710ec23d819dfdc7eeeafa4688e44d69a11062a18c35b931c2240177721478a
lib/ui-format.js	3dcccc41863aef136abe513527d79955c5b80be9d997f5ff90d68f0fd5850c9f	3dcccc41863aef136abe513527d79955c5b80be9d997f5ff90d68f0fd5850c9f	3dcccc41863aef136abe513527d79955c5b80be9d997f5ff90d68f0fd5850c9f	3dcccc41863aef136abe513527d79955c5b80be9d997f5ff90d68f0fd5850c9f
manifest.json	660c2314cc921232ed9f9c3f7271839f57109e6640e1a9b0cf2a7259ca42e2f1	660c2314cc921232ed9f9c3f7271839f57109e6640e1a9b0cf2a7259ca42e2f1	660c2314cc921232ed9f9c3f7271839f57109e6640e1a9b0cf2a7259ca42e2f1	660c2314cc921232ed9f9c3f7271839f57109e6640e1a9b0cf2a7259ca42e2f1
sw.js	0fd2186d3e28e325e12d6c6959142905b2d35f8e30ad9b1d4a00667bcec23d49	0fd2186d3e28e325e12d6c6959142905b2d35f8e30ad9b1d4a00667bcec23d49	0fd2186d3e28e325e12d6c6959142905b2d35f8e30ad9b1d4a00667bcec23d49	0fd2186d3e28e325e12d6c6959142905b2d35f8e30ad9b1d4a00667bcec23d49
